年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,13班,褚忆祺,104,122,127.5,75,65,89,/,/,/
本高2023届,13班,严丽霓,102,103,121,37,37,45,/,/,/
本高2023届,13班,晏洲灵,107,83,114.5,69,57,81,/,/,/
本高2023届,13班,褚岳易,100,86,102.5,61,54,60,/,/,/
本高2023届,13班,卓心涌,93,92,118.5,44,39,80,/,/,/
本高2023届,13班,诸苹予,112,109,119,83,71,79,/,/,/
本高2023届,13班,伍升赛,104,98,121.5,71,58,80,/,/,/
本高2023届,13班,宣景川,106,112,107,79,49,77,/,/,/
本高2023届,13班,娄睿海,94,125,102,74,59,85,/,/,/
本高2023届,14班,韩羚娥,104,78,106,42,23,/,54,/,/
本高2023届,14班,左斌民,92,/,/,/,/,/,/,/,/
本高2023届,14班,伏意曼,109,77,97.5,48,36,/,52,/,/
本高2023届,14班,孙冉萌,106,118,126.5,94,81,/,/,/,77
本高2023届,14班,诸璟齐,106,135,134.5,85,60,67,/,/,/
本高2023届,14班,俞旋嵩,114,117,109.5,73,48,/,/,/,72
本高2023届,14班,朱盈嫒,100,108,86,57,47,/,/,/,58
本高2023届,14班,袁芳奕,102,96,93,61,63,67,/,/,/
本高2023届,15班,陆君峥,103,110,129.5,71,48,/,46,/,/
本高2023届,15班,石春乐,96,126,111.5,88,69,/,/,/,73
本高2023届,15班,朱群琴,92,105,104,89,52,/,/,/,65
本高2023届,15班,廉楷田,93,133,120.5,86,55,/,/,/,66
本高2023届,15班,宗绮桃,97,90,122.5,75,45,60,/,/,/
本高2023届,15班,洪波金,107,109,129,90,55,/,69,/,/
本高2023届,15班,雷怀孝,110,110,136,74,69,/,67,/,/
本高2023届,15班,牧熙隽,95,115,109,91,61,65,/,/,/
本高2023届,15班,邬歆冲,108,86,121.5,73,36,/,/,/,65.5
本高2023届,15班,徐龙焘,98,114,127.5,89,56,74,/,/,/
本高2023届,1班,解川渊,109,124,128,87,62,84,/,/,/
本高2023届,3班,唐倩欣,118,115,123.5,/,/,/,64,87,78.5
本高2023届,7班,俞廷涛,114,128,135.5,89,79,93,/,/,/
本高2023届,8班,武亭亮,105,113,131,78,59,72,/,/,/
本高2023届,8班,鲁连江,102,77,129.5,47,33,49,/,/,/
本高2023届,9班,嵇崇正,/,82,/,70,36,/,66,/,/
本高2023届,9班,齐嫚品,120,132,116.5,76,68,85,/,/,/
本高2023届,10班,马彬逸,102,57,109.5,45,/,60,/,/,75
本高2023届,12班,焦炼胤,100,96,132,72,48,/,62,/,/
本高2023届,13班,莫弋登,115,108,120.5,69,52,81,/,/,/
本高2023届,15班,邹裙毅,100,113,121.5,90,52,79,/,/,/
本高2023届,13班,费瑛娜,100,98,117,90,62,93,/,/,/
本高2023届,15班,赵啸伟,105,64,121,67,39,/,/,/,69
本高2023届,4班,刁心甫,104,96,125.5,/,/,/,69,85,69
本高2023届,13班,邓澎望,103,97,137.5,73,61,67,/,/,/
本高2023届,6班,冯喜运,108,135,137.5,90,74,71,/,/,/
本高2023届,6班,符湘艳,111,120,134,87,65,75,/,/,/
本高2023届,6班,翁秋或,103,113,126,76,53,57,/,/,/
本高2023届,7班,程炯珣,116,128,145.5,91,70,77,/,/,/
本高2023届,9班,缪鹃含,/,/,118.5,77,47,/,59,/,/
本高2023届,11班,戚茹珏,107,122,131,73,58,/,/,/,71
本高2023届,12班,农巧惠,110,109,131.5,69,56,65,/,/,/
本高2023届,12班,徐会萌,101,118,120.5,81,60,/,/,/,66
本高2023届,12班,邢海涓,111,112,128,82,66,75,/,/,/
本高2023届,13班,强露珣,98,91,103.5,37,/,66,/,/,/
本高2023届,14班,强翌甫,116,124,129.5,74,69,/,71,/,/
本高2023届,14班,杨润敏,107,111,129.5,68,53,/,76,/,/
本高2023届,14班,薛耘华,33,106,68,54,46,/,/,/,69
本高2023届,1班,滕鲁霖,117,125,122.5,85,78,80,/,/,/
本高2023届,3班,伍澎峻,101,90,94.5,/,/,/,52,80,76.5
本高2023届,4班,滕泓想,110,84,119,/,/,71,79,78,/
本高2023届,6班,张丁锴,106,137,121,81,66,/,/,/,74
本高2023届,8班,罗魁琥,106,112,126,65,48,58,/,/,/
本高2023届,10班,陈妙湘,115,102,114.5,71,/,81,/,/,76
本高2023届,10班,凤尚亮,107,102,126.5,90,/,84,/,/,79.5
本高2023届,10班,钱思钧,117,118,128.5,84,/,77,/,/,78
本高2023届,10班,伍美韵,108,111,127.5,66,/,54,/,/,72.5
本高2023届,13班,谢达灏,100,111,131.5,70,44,77,/,/,/
本高2023届,1班,凌壮西,118,134,139,80,72,78,/,/,/
本高2023届,1班,舒彩茉,106,113,125.5,85,77,73,/,/,/
本高2023届,2班,鲁朗韵,110,115,139,/,/,65,67,79,/
本高2023届,9班,万泓嫱,105,109,134,64,49,49,/,/,/
本高2023届,12班,明昱泉,110,98,130,63,54,59,/,/,/
本高2023届,12班,邴娟霓,109,118,126.5,82,58,77,/,/,/
本高2023届,15班,韩盼弛,102,116,124,86,39,67,/,/,/
本高2023届,1班,汤柱诺,120,119,137.5,89,74,/,69,/,/
本高2023届,1班,齐嫒春,109,141,132,91,74,85,/,/,/
本高2023届,1班,武洵歆,103,125,140,90,72,71,/,/,/
本高2023届,1班,杭倩习,106,90,127.5,77,59,/,63,/,/
本高2023届,1班,舒铎汉,100,131,121.5,84,57,76,/,/,/
本高2023届,2班,奚冶雷,108,82,128.5,/,/,84,62,72,/
本高2023届,4班,方姗歆,105,73,133,/,/,70,76,/,/
本高2023届,4班,黎珊凝,54,90,117.5,/,/,/,72,79,67
本高2023届,5班,计蓉纳,113,106,126,46,50,/,/,/,78
本高2023届,5班,杜书皎,109,114,104,72,49,/,/,/,76
本高2023届,7班,徐芯乐,104,139,141.5,92,84,80,/,/,/
本高2023届,7班,夏轩准,124,137,140,92,69,/,/,/,89
本高2023届,9班,时茂林,100,106,132.5,74,61,/,67,/,/
本高2023届,9班,祁莉优,110,137,139.5,90,70,/,80,/,/
本高2023届,10班,虞淮中,95,83,90,58,/,55,/,/,74
本高2023届,10班,宋进兴,96,/,89.5,55,52,45,/,/,/
本高2023届,10班,钱吉曙,106,104,95.5,82,70,79,/,/,/
本高2023届,14班,傅娥珊,107,119,120,78,57,/,/,/,73
本高2023届,15班,仲莺蓉,99,102,119.5,79,38,/,58,/,/
本高2023届,1班,卫辰然,105,139,131,98,86,82,/,/,/
本高2023届,1班,奚行孟,116,132,126.5,86,78,89,/,/,/
本高2023届,1班,花默争,106,118,123,74,44,80,/,/,/
本高2023届,3班,井牧贤,106,100,122.5,/,/,51,53,71,/
本高2023届,3班,农烽柳,110,89,121,/,/,41,73,82,/
本高2023届,4班,薄湘宝,110,104,136.5,/,/,/,65,85,72.5
本高2023届,4班,伍牧飞,106,105,124.5,/,/,63,66,77,/
本高2023届,4班,幸余举,104,/,107.5,/,/,/,44,74,65
本高2023届,4班,谭令雄,100,104,137.5,/,/,/,61,78,77
本高2023届,5班,郜潇坦,93,116,111,70,44,/,/,/,69
本高2023届,5班,孟耘妃,110,97,134,63,47,/,/,/,68
本高2023届,6班,周娣娅,103,108,135,82,77,79,/,/,/
本高2023届,6班,岑佳鼎,109,134,127.5,91,73,81,/,/,/
本高2023届,7班,班丹鹃,121,143,141.5,95,86,93,/,/,/
本高2023届,8班,邢创奔,101,106,110,60,20,56,/,/,/
本高2023届,9班,鲍郁雷,96,105,122.5,79,56,/,/,/,70
本高2023届,9班,昌鹤晋,102,114,121.5,70,37,69,/,/,/
本高2023届,9班,郑声迁,101,98,111.5,58,49,62,/,/,/
本高2023届,9班,伍麟军,105,96,131.5,57,55,80,/,/,/
本高2023届,10班,韦昶逸,105,110,126,82,53,77,/,/,/
本高2023届,10班,贾妤涓,107,132,127,83,77,78,/,/,/
本高2023届,10班,唐心焕,81,83,119,69,/,63,/,/,66
本高2023届,10班,罗恩达,108,130,121.5,81,79,70,/,/,/
