年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,13班,强露珣,99,65,88,38,27,67,/,/,/
本高2023届,14班,强翌甫,118,84,123,62,53,/,70,/,/
本高2023届,14班,杨润敏,107,79,112,59,31,/,67,/,/
本高2023届,14班,薛耘华,91,78,83,51,36,/,/,/,63
本高2023届,1班,滕鲁霖,118,100,126.5,65,63,78,/,/,/
本高2023届,3班,伍澎峻,111,71,100.5,/,/,/,57,65,60
本高2023届,4班,滕泓想,111,81,116.5,/,/,74,74,73,/
本高2023届,6班,张丁锴,96,93,113.5,73,40,/,/,/,46
本高2023届,8班,罗魁琥,97,78,127.5,62,45,52,/,/,/
本高2023届,10班,邢峻昶,112,95,136,63,77,68,/,/,/
本高2023届,10班,陈妙湘,112,76,100,45,/,74,/,/,63
本高2023届,10班,凤尚亮,102,76,129.5,39,/,80,/,/,71
本高2023届,10班,钱思钧,113,98,123,63,/,63,/,/,69
本高2023届,10班,伍美韵,97,79,115.5,65,/,55,/,/,52
本高2023届,13班,谢达灏,108,63,119,62,60,72,/,/,/
本高2023届,1班,凌壮西,116,110,134,60,64,81,/,/,/
本高2023届,1班,舒彩茉,116,91,116.5,81,64,64,/,/,/
本高2023届,2班,鲁朗韵,105,92,128,/,/,71,80,76,/
本高2023届,9班,万泓嫱,123,96,127.5,58,42,54,/,/,/
本高2023届,12班,明昱泉,100,64,137,30,41,61,/,/,/
本高2023届,12班,邴娟霓,104,78,116,71,55,73,/,/,/
本高2023届,15班,韩盼弛,101,92,106.5,48,41,60,/,/,/
本高2023届,1班,汤柱诺,118,102,129,70,58,/,66,/,/
本高2023届,1班,齐嫒春,113,110,123,73,73,85,/,/,/
本高2023届,1班,武洵歆,123,105,126.5,70,49,63,/,/,/
本高2023届,1班,杭倩习,114,81,135.5,57,37,/,73,/,/
本高2023届,1班,舒铎汉,103,106,121.5,56,67,72,/,/,/
本高2023届,2班,奚冶雷,103,67,117.5,/,/,75,59,63,/
本高2023届,4班,姜梦蔚,96,44,96,/,/,41,33,69,/
本高2023届,4班,方姗歆,111,75,118,/,/,45,70,74,/
本高2023届,4班,黎珊凝,98,77,105,/,/,/,55,87,51
本高2023届,5班,计蓉纳,105,85,121,59,50,/,/,/,68
本高2023届,5班,杜书皎,94,88,89.5,47,32,/,/,/,72
本高2023届,7班,徐芯乐,116,105,137,73,65,90,/,/,/
