年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,4班,刁心甫,104,67,111.5,/,/,/,83,72,55
本高2023届,13班,邓澎望,107,111,114.5,44,48,68,/,/,/
本高2023届,2班,温浪笛,106,85,129,/,/,76,72,76,/
本高2023届,6班,冯喜运,111,90,125.5,82,62,90,/,/,/
本高2023届,6班,符湘艳,127,119,124,84,71,87,/,/,/
本高2023届,6班,翁秋或,100,86,122,69,56,62,/,/,/
本高2023届,7班,程炯珣,119,130,133.5,78,71,90,/,/,/
本高2023届,9班,缪鹃含,116,86,113.5,48,50,/,60,/,/
本高2023届,11班,戚茹珏,103,98,109.5,73,45,/,/,/,57
本高2023届,12班,农巧惠,105,64,108,58,64,52,/,/,/
本高2023届,12班,徐会萌,110,104,127,90,67,/,/,/,70
本高2023届,12班,邢海涓,62,104,94.5,58,63,73,/,/,/
本高2023届,13班,强露珣,95,71,104.5,48,55,61,/,/,/
本高2023届,14班,强翌甫,117,82,131.5,52,60,/,76,/,/
本高2023届,14班,杨润敏,112,68,111.5,64,59,/,82,/,/
本高2023届,14班,薛耘华,108,85,108,41,54,/,/,/,65
本高2023届,1班,滕鲁霖,118,127,123,90,69,77,/,/,/
本高2023届,3班,伍澎峻,105,64,114,/,/,/,68,61,58
本高2023届,4班,滕泓想,96,89,105,/,/,76,84,69,/
本高2023届,6班,张丁锴,116,129,121.5,86,56,/,/,/,59
本高2023届,8班,罗魁琥,106,113,107,69,46,66,/,/,/
本高2023届,10班,邢峻昶,109,116,121.5,84,57,88,/,/,/
本高2023届,10班,陈妙湘,106,93,104,78,/,64,/,/,69
本高2023届,10班,凤尚亮,104,101,111,66,/,70,/,/,53
本高2023届,10班,钱思钧,100,113,120.5,77,/,83,/,/,69
本高2023届,10班,伍美韵,87,84,107.5,54,/,44,/,/,53
本高2023届,13班,谢达灏,107,89,106,74,56,65,/,/,/
本高2023届,1班,凌壮西,118,123,130.5,89,71,91,/,/,/
本高2023届,1班,舒彩茉,122,108,114.5,79,71,72,/,/,/
本高2023届,2班,鲁朗韵,100,125,122,/,/,77,81,68,/
本高2023届,9班,万泓嫱,99,122,131.5,56,57,65,/,/,/
本高2023届,12班,明昱泉,65,75,135,53,56,60,/,/,/
本高2023届,12班,邴娟霓,95,91,112,75,66,78,/,/,/
本高2023届,15班,韩盼弛,117,80,110,65,56,63,/,/,/
本高2023届,1班,汤柱诺,111,116,115,90,66,/,80,/,/
本高2023届,1班,齐嫒春,114,136,132,90,79,96,/,/,/
本高2023届,1班,武洵歆,111,99,118.5,80,47,67,/,/,/
本高2023届,1班,杭倩习,116,92,120.5,60,61,/,79,/,/
本高2023届,1班,舒铎汉,112,130,124,94,73,76,/,/,/
本高2023届,2班,奚冶雷,112,62,122,/,/,74,66,57,/
本高2023届,4班,姜梦蔚,30,52,25.5,/,/,47,3,3,/
本高2023届,4班,方姗歆,103,94,122,/,/,57,80,68,/
本高2023届,4班,黎珊凝,108,106,114.5,/,/,/,76,64,45
本高2023届,5班,计蓉纳,108,76,110,54,60,/,/,/,67
本高2023届,5班,杜书皎,95,/,102,/,54,/,/,/,/
本高2023届,7班,徐芯乐,113,128,133.5,81,72,91,/,/,/
本高2023届,7班,夏轩准,107,129,129,82,63,/,/,/,63
本高2023届,9班,时茂林,108,105,112,49,62,/,85,/,/
本高2023届,9班,祁莉优,109,121,124.5,93,62,/,83,/,/
本高2023届,10班,虞淮中,106,63,83,60,/,70,/,/,67
本高2023届,10班,宋进兴,91,78,105.5,55,54,74,/,/,/
本高2023届,10班,钱吉曙,9,111,89,59,69,62,/,/,/
本高2023届,14班,傅娥珊,116,120,112,79,65,/,/,/,63
本高2023届,15班,仲莺蓉,108,93,106.5,66,62,/,71,/,/
本高2023届,1班,卫辰然,105,128,111.5,72,63,83,/,/,/
本高2023届,1班,奚行孟,94,117,131.5,58,81,80,/,/,/
